Date, Time, Event
07-May-26,15:13:58,NBIT: TAC: 29901  Band: 8 
07-May-26,15:13:58,NBIT: Opr Mode: 3  Tx Power: 80  ECL: 0 
07-May-26,15:13:58,NBIT: Sleep Duration: 0 
07-May-26,15:13:58,NBIT: Rx Time(s): 228 
07-May-26,15:13:58,NBIT: Tx Time(s): 31 
07-May-26,15:13:58,LWM2M: Request: 10376  : 0  : 6  Type: 10  Status: 0 
07-May-26,15:13:58,LWM2M: Request: 9  : 0  : 7  Type: 10  Status: 0 
07-May-26,15:13:58,LWM2M: Request: 9  : 0  : 9  Type: 10  Status: 0 
07-May-26,15:13:59,LWM2M: Request: 10376  : 1  : 6  Type: 10  Status: 0 
07-May-26,15:13:59,LWM2M: Observe: 9  : 0  : 1  Status: 0  Index: 0 
07-May-26,15:13:59,LWM2M: Request: 10377  : 0  : 3  Type: 10  Status: 1 
07-May-26,15:14:00,LWM2M: Observe: 10376  : 0  : 6  Status: 0  Index: 0 
07-May-26,15:14:01,LWM2M: Observe: 9  : 0  : 7  Status: 0  Index: 0 
07-May-26,15:14:02,LWM2M: Observe: 9  : 0  : 9  Status: 0  Index: 0 
07-May-26,15:14:04,LWM2M: Observe: 10376  : 1  : 6  Status: 0  Index: 0 
07-May-26,15:14:04,NBIT: Transmission: 1490 
07-May-26,15:14:04,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:14:09,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:14:14,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:14:19,NBIT: Temp(C): 48  Volt(mV): 3012  Modem Error: RESP_TIMEOUT 
07-May-26,15:14:19,LWM2M: Observe: 9  : 0  : 9  Status: 0  Index: 0 
07-May-26,15:14:19,NBIT: Temp(C): 48  Volt(mV): 3012  Modem Error: RESP_ERR 
07-May-26,15:14:19,NBIT: Temp(C): 48  Volt(mV): 3012  Modem Error: HARD_RESET 
07-May-26,15:14:20,NBIT: Temp(C): 48  Volt(mV): 3012  Modem Power State: ACTIVE 
07-May-26,15:14:24,NBIT: Cereg: 2 
07-May-26,15:14:27,NBIT: Cereg: 1 
07-May-26,15:14:30,NBIT: Cereg: 1 
07-May-26,15:14:32,NBIT: SINR: 0  RSSI: 18 
07-May-26,15:14:53,LWM2M: Request: 9  : 0  : 9  Type: 10  Status: 0 
07-May-26,15:14:53,NBIT: Earfcn: 3701 
07-May-26,15:14:53,NBIT: Pci: 140  EarfcnOffset: 2 
07-May-26,15:14:53,NBIT: Cell ID: 0338AB79 
07-May-26,15:14:53,NBIT: RSRQ: -14  RSRP: -88 
07-May-26,15:14:53,NBIT: SINR: -1  RSSI: -75 
07-May-26,15:14:53,NBIT: TAC: 29901  Band: 8 
07-May-26,15:14:53,NBIT: Opr Mode: 3  Tx Power: 90  ECL: 0 
07-May-26,15:14:53,NBIT: Sleep Duration: 0 
07-May-26,15:14:53,NBIT: Rx Time(s): 179 
07-May-26,15:14:53,NBIT: Tx Time(s): 24 
07-May-26,15:14:53,LWM2M: Request: 10376  : 0  : 6  Type: 10  Status: 0 
07-May-26,15:14:53,LWM2M: Request: 10376  : 1  : 6  Type: 10  Status: 0 
07-May-26,15:14:54,LWM2M: Request: 10377  : 0  : 3  Type: 10  Status: 0 
07-May-26,15:14:54,LWM2M: Request: 9  : 0  : 1  Type: 10  Status: 0 
07-May-26,15:14:54,LWM2M: Observe: 9  : 0  : 9  Status: 0  Index: 0 
07-May-26,15:14:54,LWM2M: Request: 9  : 0  : 7  Type: 10  Status: 0 
07-May-26,15:14:56,LWM2M: Observe: 10376  : 0  : 6  Status: 0  Index: 0 
07-May-26,15:14:57,LWM2M: Observe: 10376  : 1  : 6  Status: 0  Index: 0 
07-May-26,15:14:59,LWM2M: Observe: 10377  : 0  : 3  Status: 0  Index: 0 
07-May-26,15:15:00,LWM2M: Observe: 9  : 0  : 1  Status: 0  Index: 0 
07-May-26,15:15:00,NBIT: Transmission: 1500 
07-May-26,15:15:01,LWM2M: Observe: 9  : 0  : 7  Status: 0  Index: 0 
07-May-26,15:15:04,LWM2M: Notify: 9  : 0  : 1  Status: 0  Ack: 0 
07-May-26,15:15:06,LWM2M: Notify: 9  : 0  : 7  Status: 0  Ack: 0 
07-May-26,15:15:08,LWM2M: Notify: 9  : 0  : 9  Status: 0  Ack: 0 
07-May-26,15:15:10,LWM2M: Notify: 10376  : 0  : 6  Status: 0  Ack: 0 
07-May-26,15:15:12,LWM2M: Notify: 10376  : 1  : 6  Status: 0  Ack: 0 
07-May-26,15:15:19,NBIT: Temp(C): 48  Volt(mV): 3012  Modem Power State: SLEEP 
07-May-26,15:15:26,NBIT: Temp(C): 48  Volt(mV): 3012  Modem Power State: SLEEP 
07-May-26,15:30:00,LWM2M: Reading Dispatch Dispatch Time: 07-May-2026 16:30:00 
07-May-26,15:30:01,NBIT: Temp(C): 48  Volt(mV): 3012  Modem Power State: ACTIVE 
07-May-26,15:30:07,NBIT: Lwm2m Recovered: 0 
07-May-26,15:30:18,LWM2M: Notify: 10376  : 0  : 6  Status: 0  Ack: 0 
07-May-26,15:30:34,NBIT: Temp(C): 48  Volt(mV): 3012  Modem Power State: SLEEP 
07-May-26,15:30:34,NBIT: Temp(C): 48  Volt(mV): 3012  Modem Power State: SLEEP 
07-May-26,15:46:40,LWM2M: Status Next Run Time: 07-May-2026 16:00:00 
07-May-26,16:00:00,LWM2M: Reading Next Run Time: 07-May-2026 17:00:00 
07-May-26,16:00:00,LWM2M: Status Next Run Time: 08-May-2026 04:00:00 
07-May-26,16:13:18,SNSR: Temp(C): 48  Volt(mV): 3012 
07-May-26,16:13:18,SNSR: Average Current (uA): 968.7499 
07-May-26,16:30:00,LWM2M: Reading Dispatch Dispatch Time: 07-May-2026 17:30:00 
07-May-26,16:30:01,NBIT: Temp(C): 47  Volt(mV): 3012  Modem Power State: ACTIVE 
07-May-26,16:30:06,NBIT: Lwm2m Recovered: 0 
07-May-26,16:30:15,LWM2M: Notify: 10376  : 0  : 6  Status: 0  Ack: 0 
07-May-26,16:30:21,NBIT: Temp(C): 47  Volt(mV): 3012  Modem Power State: SLEEP 
07-May-26,16:30:21,NBIT: Temp(C): 47  Volt(mV): 3012  Modem Power State: SLEEP 
07-May-26,17:00:00,LWM2M: Reading Next Run Time: 07-May-2026 18:00:00 
07-May-26,17:30:00,LWM2M: Reading Dispatch Dispatch Time: 07-May-2026 18:30:00 
07-May-26,17:30:01,NBIT: Temp(C): 37  Volt(mV): 3010  Modem Power State: ACTIVE 
07-May-26,17:30:03,NBIT: Cereg: 0 
07-May-26,17:30:07,NBIT: Cereg: 1 
07-May-26,17:30:30,NBIT: Temp(C): 37  Volt(mV): 3010  Modem Power State: SLEEP 
07-May-26,17:30:30,LWM2M: Notify: 10376  : 0  : 6  Status: 1  Ack: 2 
07-May-26,17:42:21,NBIT: Lwm2m Recovered: 2 
07-May-26,17:42:21,NBIT: Temp(C): 37  Volt(mV): 3010  Modem Power State: ACTIVE 
07-May-26,17:42:25,NBIT: Cereg: 2 
07-May-26,17:42:28,NBIT: Cereg: 1 
07-May-26,17:42:29,NBIT: Cereg: 1 
07-May-26,17:42:33,NBIT: SINR: 0  RSSI: 18 
07-May-26,17:42:37,NBIT: Transmission: 1510 
07-May-26,17:43:02,LWM2M: Request: 10376  : 0  : 6  Type: 10  Status: 0 
07-May-26,17:43:03,NBIT: Earfcn: 3701 
07-May-26,17:43:03,NBIT: Pci: 140  EarfcnOffset: 2 
07-May-26,17:43:03,NBIT: Cell ID: 0338AB79 
07-May-26,17:43:03,NBIT: RSRQ: -13  RSRP: -88 
07-May-26,17:43:03,NBIT: SINR: 1  RSSI: -75 
07-May-26,17:43:03,NBIT: TAC: 29901  Band: 8 
07-May-26,17:43:03,NBIT: Opr Mode: 3  Tx Power: 80  ECL: 0 
07-May-26,17:43:03,NBIT: Sleep Duration: 0 
07-May-26,17:43:03,NBIT: Rx Time(s): 259 
07-May-26,17:43:03,NBIT: Tx Time(s): 33 
07-May-26,17:43:03,LWM2M: Request: 10377  : 0  : 3  Type: 10  Status: 0 
07-May-26,17:43:03,LWM2M: Request: 10376  : 1  : 6  Type: 10  Status: 0 
07-May-26,17:43:03,LWM2M: Request: 9  : 0  : 9  Type: 10  Status: 0 
07-May-26,17:43:03,LWM2M: Request: 9  : 0  : 1  Type: 10  Status: 0 
07-May-26,17:43:03,LWM2M: Observe: 10376  : 0  : 6  Status: 0  Index: 0 
07-May-26,17:43:04,LWM2M: Request: 9  : 0  : 7  Type: 10  Status: 0 
07-May-26,17:43:05,LWM2M: Observe: 10377  : 0  : 3  Status: 0  Index: 0 
07-May-26,17:43:05,LWM2M: Observe: 10376  : 1  : 6  Status: 0  Index: 0 
07-May-26,17:43:07,LWM2M: Observe: 9  : 0  : 9  Status: 0  Index: 0 
07-May-26,17:43:08,LWM2M: Observe: 9  : 0  : 1  Status: 0  Index: 0 
07-May-26,17:43:10,LWM2M: Observe: 9  : 0  : 7  Status: 0  Index: 0 
07-May-26,17:43:12,LWM2M: Notify: 9  : 0  : 1  Status: 0  Ack: 0 
07-May-26,17:43:12,NBIT: Transmission: 1520 
07-May-26,17:43:14,LWM2M: Notify: 9  : 0  : 7  Status: 0  Ack: 0 
07-May-26,17:43:17,LWM2M: Notify: 9  : 0  : 9  Status: 0  Ack: 0 
07-May-26,17:43:22,LWM2M: Notify: 10376  : 0  : 6  Status: 0  Ack: 0 
07-May-26,17:43:25,LWM2M: Notify: 10376  : 1  : 6  Status: 0  Ack: 0 
07-May-26,17:43:32,NBIT: Temp(C): 37  Volt(mV): 3010  Modem Power State: SLEEP 
07-May-26,17:43:39,NBIT: Temp(C): 37  Volt(mV): 3010  Modem Power State: SLEEP 
07-May-26,18:00:00,LWM2M: Reading Next Run Time: 07-May-2026 19:00:00 
07-May-26,18:30:00,LWM2M: Reading Dispatch Dispatch Time: 07-May-2026 19:30:00 
07-May-26,18:30:01,NBIT: Temp(C): 31  Volt(mV): 3012  Modem Power State: ACTIVE 
07-May-26,18:30:16,NBIT: Lwm2m Recovered: 0 
07-May-26,18:30:28,LWM2M: Notify: 10376  : 0  : 6  Status: 0  Ack: 0 
07-May-26,18:30:34,NBIT: Temp(C): 31  Volt(mV): 3012  Modem Power State: SLEEP 
07-May-26,18:30:34,NBIT: Temp(C): 31  Volt(mV): 3012  Modem Power State: SLEEP 
07-May-26,18:46:40,LWM2M: Status Next Run Time: 07-May-2026 19:00:00 
07-May-26,19:00:00,LWM2M: Reading Next Run Time: 07-May-2026 20:00:00 
07-May-26,19:00:00,LWM2M: Status Next Run Time: 08-May-2026 07:00:00 
07-May-26,19:30:00,LWM2M: Reading Dispatch Dispatch Time: 07-May-2026 20:30:00 
07-May-26,19:30:01,NBIT: Temp(C): 30  Volt(mV): 3010  Modem Power State: ACTIVE 
07-May-26,19:30:09,NBIT: Lwm2m Recovered: 0 
07-May-26,19:30:16,LWM2M: Notify: 10376  : 0  : 6  Status: 0  Ack: 0 
07-May-26,19:30:21,NBIT: Temp(C): 30  Volt(mV): 3010  Modem Power State: SLEEP 
07-May-26,19:30:21,NBIT: Temp(C): 30  Volt(mV): 3010  Modem Power State: SLEEP 
07-May-26,20:00:00,LWM2M: Reading Next Run Time: 07-May-2026 21:00:00 
07-May-26,20:13:18,SNSR: Temp(C): 30  Volt(mV): 3010 
07-May-26,20:13:18,SNSR: Average Current (uA): 125 
07-May-26,20:30:00,LWM2M: Reading Dispatch Dispatch Time: 07-May-2026 21:30:00 
07-May-26,20:30:01,NBIT: Temp(C): 30  Volt(mV): 3009  Modem Power State: ACTIVE 
07-May-26,20:30:01,NBIT: Cereg: 1 
07-May-26,20:30:04,NBIT: Cereg: 0 
07-May-26,20:30:07,NBIT: Cereg: 1 
07-May-26,20:30:31,NBIT: Temp(C): 30  Volt(mV): 3009  Modem Power State: SLEEP 
07-May-26,20:30:31,LWM2M: Notify: 10376  : 0  : 6  Status: 1  Ack: 2 
07-May-26,20:39:02,NBIT: Lwm2m Recovered: 2 
07-May-26,20:39:02,NBIT: Temp(C): 30  Volt(mV): 3009  Modem Power State: ACTIVE 
07-May-26,20:39:06,NBIT: Cereg: 2 
07-May-26,20:39:09,NBIT: Cereg: 1 
07-May-26,20:39:09,NBIT: Cereg: 1 
07-May-26,20:39:14,NBIT: SINR: 0  RSSI: 18 
07-May-26,20:39:26,NBIT: Transmission: 1530 
07-May-26,20:39:26,LWM2M: Request: 10376  : 0  : 6  Type: 10  Status: 0 
07-May-26,20:39:27,NBIT: Earfcn: 3701 
07-May-26,20:39:27,NBIT: Pci: 140  EarfcnOffset: 2 
07-May-26,20:39:27,NBIT: Cell ID: 0338AB79 
07-May-26,20:39:27,NBIT: RSRQ: -9  RSRP: -85 
07-May-26,20:39:27,NBIT: SINR: 10  RSSI: -76 
07-May-26,20:39:27,NBIT: TAC: 29901  Band: 8 
07-May-26,20:39:27,NBIT: Opr Mode: 3  Tx Power: 60  ECL: 0 
07-May-26,20:39:27,NBIT: Sleep Duration: 0 
07-May-26,20:39:27,NBIT: Rx Time(s): 140 
07-May-26,20:39:27,NBIT: Tx Time(s): 20 
07-May-26,20:39:27,LWM2M: Request: 10377  : 0  : 3  Type: 10  Status: 0 
07-May-26,20:39:27,LWM2M: Request: 10376  : 1  : 6  Type: 10  Status: 0 
07-May-26,20:39:27,LWM2M: Request: 9  : 0  : 1  Type: 10  Status: 0 
07-May-26,20:39:28,LWM2M: Request: 9  : 0  : 7  Type: 10  Status: 0 
07-May-26,20:39:28,LWM2M: Observe: 10376  : 0  : 6  Status: 0  Index: 0 
07-May-26,20:39:28,LWM2M: Request: 9  : 0  : 9  Type: 10  Status: 0 
07-May-26,20:39:28,LWM2M: Observe: 10377  : 0  : 3  Status: 0  Index: 0 
07-May-26,20:39:30,LWM2M: Observe: 10376  : 1  : 6  Status: 0  Index: 0 
07-May-26,20:39:31,LWM2M: Observe: 9  : 0  : 1  Status: 0  Index: 0 
07-May-26,20:39:32,LWM2M: Observe: 9  : 0  : 7  Status: 0  Index: 0 
07-May-26,20:39:34,LWM2M: Observe: 9  : 0  : 9  Status: 0  Index: 0 
07-May-26,20:39:36,LWM2M: Notify: 9  : 0  : 1  Status: 0  Ack: 0 
07-May-26,20:39:38,LWM2M: Notify: 9  : 0  : 7  Status: 0  Ack: 0 
07-May-26,20:39:39,LWM2M: Notify: 9  : 0  : 9  Status: 0  Ack: 0 
07-May-26,20:39:39,NBIT: Transmission: 1540 
07-May-26,20:39:42,LWM2M: Notify: 10376  : 0  : 6  Status: 0  Ack: 0 
07-May-26,20:39:44,LWM2M: Notify: 10376  : 1  : 6  Status: 0  Ack: 0 
07-May-26,20:39:51,NBIT: Temp(C): 30  Volt(mV): 3009  Modem Power State: SLEEP 
07-May-26,20:39:58,NBIT: Temp(C): 30  Volt(mV): 3009  Modem Power State: SLEEP 
07-May-26,21:00:00,LWM2M: Reading Next Run Time: 07-May-2026 22:00:00 
07-May-26,21:30:00,LWM2M: Reading Dispatch Dispatch Time: 07-May-2026 22:30:00 
07-May-26,21:30:01,NBIT: Temp(C): 30  Volt(mV): 3010  Modem Power State: ACTIVE 
07-May-26,21:30:05,NBIT: Lwm2m Recovered: 0 
07-May-26,21:30:12,LWM2M: Notify: 10376  : 0  : 6  Status: 0  Ack: 0 
07-May-26,21:30:17,NBIT: Temp(C): 30  Volt(mV): 3010  Modem Power State: SLEEP 
07-May-26,21:30:18,NBIT: Temp(C): 30  Volt(mV): 3010  Modem Power State: SLEEP 
07-May-26,21:46:40,LWM2M: Status Next Run Time: 07-May-2026 22:00:00 
07-May-26,22:00:00,LWM2M: Reading Next Run Time: 07-May-2026 23:00:00 
07-May-26,22:00:00,LWM2M: Status Next Run Time: 08-May-2026 10:00:00 
07-May-26,22:30:00,LWM2M: Reading Dispatch Dispatch Time: 07-May-2026 23:30:00 
07-May-26,22:30:01,NBIT: Temp(C): 30  Volt(mV): 3010  Modem Power State: ACTIVE 
07-May-26,22:30:04,NBIT: Cereg: 0 
07-May-26,22:30:07,NBIT: Cereg: 1 
07-May-26,22:30:31,NBIT: Temp(C): 30  Volt(mV): 3010  Modem Power State: SLEEP 
07-May-26,22:30:31,LWM2M: Notify: 10376  : 0  : 6  Status: 1  Ack: 2 
07-May-26,22:40:11,NBIT: Lwm2m Recovered: 2 
07-May-26,22:40:11,NBIT: Temp(C): 30  Volt(mV): 3010  Modem Power State: ACTIVE 
07-May-26,22:40:15,NBIT: Cereg: 2 
07-May-26,22:40:18,NBIT: Cereg: 1 
07-May-26,22:40:20,NBIT: Cereg: 1 
07-May-26,22:40:23,NBIT: SINR: 0  RSSI: 18 
07-May-26,22:40:39,NBIT: Earfcn: 3701 
07-May-26,22:40:39,NBIT: Pci: 140  EarfcnOffset: 2 
07-May-26,22:40:39,NBIT: Cell ID: 0338AB79 
07-May-26,22:40:39,NBIT: RSRQ: -10  RSRP: -86 
07-May-26,22:40:39,NBIT: SINR: 5  RSSI: -76 
07-May-26,22:40:39,NBIT: TAC: 29901  Band: 8 
07-May-26,22:40:39,NBIT: Opr Mode: 3  Tx Power: 60  ECL: 0 
07-May-26,22:40:39,NBIT: Sleep Duration: 0 
07-May-26,22:40:39,NBIT: Rx Time(s): 151 
07-May-26,22:40:39,NBIT: Tx Time(s): 20 
07-May-26,22:40:39,LWM2M: Request: 10376  : 0  : 6  Type: 10  Status: 0 
07-May-26,22:40:39,LWM2M: Request: 10376  : 1  : 6  Type: 10  Status: 0 
07-May-26,22:40:40,LWM2M: Request: 10377  : 0  : 3  Type: 10  Status: 0 
07-May-26,22:40:40,LWM2M: Request: 9  : 0  : 9  Type: 10  Status: 0 
07-May-26,22:40:40,LWM2M: Observe: 10376  : 0  : 6  Status: 0  Index: 0 
07-May-26,22:40:40,LWM2M: Request: 9  : 0  : 1  Type: 10  Status: 0 
07-May-26,22:40:40,LWM2M: Observe: 10376  : 1  : 6  Status: 0  Index: 0 
07-May-26,22:40:41,NBIT: Transmission: 1550 
07-May-26,22:40:41,LWM2M: Request: 9  : 0  : 7  Type: 10  Status: 0 
07-May-26,22:40:41,LWM2M: Observe: 10377  : 0  : 3  Status: 0  Index: 0 
07-May-26,22:40:42,LWM2M: Observe: 9  : 0  : 9  Status: 0  Index: 0 
07-May-26,22:40:44,LWM2M: Observe: 9  : 0  : 1  Status: 0  Index: 0 
07-May-26,22:40:45,LWM2M: Observe: 9  : 0  : 7  Status: 0  Index: 0 
07-May-26,22:40:47,LWM2M: Notify: 9  : 0  : 1  Status: 0  Ack: 0 
07-May-26,22:40:49,LWM2M: Notify: 9  : 0  : 7  Status: 0  Ack: 0 
07-May-26,22:40:52,LWM2M: Notify: 9  : 0  : 9  Status: 0  Ack: 0 
07-May-26,22:40:53,LWM2M: Notify: 10376  : 0  : 6  Status: 0  Ack: 0 
07-May-26,22:40:55,LWM2M: Notify: 10376  : 1  : 6  Status: 0  Ack: 0 
07-May-26,22:40:58,LWM2M: Notify: 10377  : 0  : 3  Status: 0  Ack: 0 
07-May-26,22:41:05,NBIT: Temp(C): 30  Volt(mV): 3010  Modem Power State: SLEEP 
07-May-26,22:41:12,NBIT: Temp(C): 30  Volt(mV): 3010  Modem Power State: SLEEP 
07-May-26,23:00:00,LWM2M: Reading Next Run Time: 08-May-2026 00:00:00 
07-May-26,23:30:00,LWM2M: Reading Dispatch Dispatch Time: 08-May-2026 00:30:00 
07-May-26,23:30:01,NBIT: Temp(C): 30  Volt(mV): 3010  Modem Power State: ACTIVE 
07-May-26,23:30:03,NBIT: Transmission: 1560 
07-May-26,23:30:07,NBIT: Lwm2m Recovered: 0 
07-May-26,23:30:13,LWM2M: Notify: 10376  : 0  : 6  Status: 0  Ack: 0 
07-May-26,23:30:18,NBIT: Temp(C): 30  Volt(mV): 3010  Modem Power State: SLEEP 
07-May-26,23:30:19,NBIT: Temp(C): 30  Volt(mV): 3010  Modem Power State: SLEEP 
08-May-26,00:00:00,LWM2M: Reading Next Run Time: 08-May-2026 01:00:00 
08-May-26,00:00:00,LWM2M: Query Next Run Time: 09-May-2026 00:00:00 
08-May-26,00:00:00,LWM2M: Query Next Dispatch Time: 09-May-2026 00:00:00 
08-May-26,00:00:01,LWM2M: Query Next Run Time: 09-May-2026 00:00:00 
08-May-26,00:13:18,SNSR: Temp(C): 30  Volt(mV): 3010 
08-May-26,00:13:18,SNSR: Average Current (uA): 0 
08-May-26,00:30:00,LWM2M: Reading Dispatch Dispatch Time: 08-May-2026 01:30:00 
08-May-26,00:30:01,NBIT: Temp(C): 30  Volt(mV): 3012  Modem Power State: ACTIVE 
08-May-26,00:30:03,NBIT: Cereg: 0 
08-May-26,00:30:06,NBIT: Cereg: 1 
08-May-26,00:30:30,NBIT: Temp(C): 30  Volt(mV): 3012  Modem Power State: SLEEP 
08-May-26,00:30:30,LWM2M: Notify: 10376  : 0  : 6  Status: 1  Ack: 2 
08-May-26,00:39:35,NBIT: Lwm2m Recovered: 2 
08-May-26,00:39:35,NBIT: Temp(C): 30  Volt(mV): 3012  Modem Power State: ACTIVE 
08-May-26,00:39:39,NBIT: Cereg: 2 
08-May-26,00:39:42,NBIT: Cereg: 1 
08-May-26,00:39:43,NBIT: Cereg: 1 
08-May-26,00:39:47,NBIT: SINR: 0  RSSI: 18 
08-May-26,00:40:12,NBIT: Earfcn: 3701 
08-May-26,00:40:12,NBIT: Pci: 140  EarfcnOffset: 2 
08-May-26,00:40:12,NBIT: Cell ID: 0338AB79 
08-May-26,00:40:12,NBIT: RSRQ: -11  RSRP: -86 
08-May-26,00:40:12,NBIT: SINR: 1  RSSI: -76 
08-May-26,00:40:12,NBIT: TAC: 29901  Band: 8 
08-May-26,00:40:12,NBIT: Opr Mode: 3  Tx Power: 70  ECL: 0 
08-May-26,00:40:12,NBIT: Sleep Duration: 0 
08-May-26,00:40:12,NBIT: Rx Time(s): 228 
08-May-26,00:40:12,NBIT: Tx Time(s): 30 
08-May-26,00:40:12,LWM2M: Request: 10376  : 0  : 6  Type: 10  Status: 0 
08-May-26,00:40:12,LWM2M: Request: 10376  : 1  : 6  Type: 10  Status: 0 
08-May-26,00:40:13,LWM2M: Request: 10377  : 0  : 3  Type: 10  Status: 0 
08-May-26,00:40:13,LWM2M: Request: 9  : 0  : 9  Type: 10  Status: 0 
08-May-26,00:40:13,LWM2M: Observe: 10376  : 0  : 6  Status: 0  Index: 0 
08-May-26,00:40:13,LWM2M: Request: 9  : 0  : 1  Type: 10  Status: 0 
08-May-26,00:40:13,LWM2M: Observe: 10376  : 1  : 6  Status: 0  Index: 0 
08-May-26,00:40:14,LWM2M: Request: 9  : 0  : 7  Type: 10  Status: 0 
08-May-26,00:40:14,LWM2M: Observe: 10377  : 0  : 3  Status: 0  Index: 0 
08-May-26,00:40:15,LWM2M: Observe: 9  : 0  : 9  Status: 0  Index: 0 
08-May-26,00:40:15,NBIT: Transmission: 1570 
08-May-26,00:40:18,LWM2M: Observe: 9  : 0  : 1  Status: 0  Index: 0 
08-May-26,00:40:18,LWM2M: Observe: 9  : 0  : 7  Status: 0  Index: 0 
08-May-26,00:40:21,LWM2M: Notify: 9  : 0  : 1  Status: 0  Ack: 0 
08-May-26,00:40:23,LWM2M: Notify: 9  : 0  : 7  Status: 0  Ack: 0 
08-May-26,00:40:27,LWM2M: Notify: 9  : 0  : 9  Status: 0  Ack: 0 
08-May-26,00:40:29,LWM2M: Notify: 10376  : 0  : 6  Status: 0  Ack: 0 
08-May-26,00:40:31,LWM2M: Notify: 10376  : 1  : 6  Status: 0  Ack: 0 
08-May-26,00:40:35,LWM2M: Notify: 10377  : 0  : 3  Status: 0  Ack: 0 
08-May-26,00:40:44,NBIT: Temp(C): 30  Volt(mV): 3012  Modem Power State: SLEEP 
08-May-26,00:40:50,NBIT: Temp(C): 30  Volt(mV): 3012  Modem Power State: SLEEP 
08-May-26,00:46:40,LWM2M: Status Next Run Time: 08-May-2026 01:00:00 
08-May-26,01:00:00,LWM2M: Reading Next Run Time: 08-May-2026 02:00:00 
08-May-26,01:00:00,LWM2M: Status Next Run Time: 08-May-2026 13:00:00 
08-May-26,01:30:00,LWM2M: Reading Dispatch Dispatch Time: 08-May-2026 02:30:00 
08-May-26,01:30:01,NBIT: Temp(C): 30  Volt(mV): 3010  Modem Power State: ACTIVE 
08-May-26,01:30:07,NBIT: Lwm2m Recovered: 0 
08-May-26,01:30:16,LWM2M: Notify: 10376  : 0  : 6  Status: 0  Ack: 0 
08-May-26,01:30:22,NBIT: Temp(C): 30  Volt(mV): 3010  Modem Power State: SLEEP 
08-May-26,01:30:22,NBIT: Temp(C): 30  Volt(mV): 3010  Modem Power State: SLEEP 
08-May-26,02:00:00,LWM2M: Reading Next Run Time: 08-May-2026 03:00:00 
08-May-26,02:30:00,LWM2M: Reading Dispatch Dispatch Time: 08-May-2026 03:30:00 
08-May-26,02:30:01,NBIT: Temp(C): 29  Volt(mV): 3010  Modem Power State: ACTIVE 
08-May-26,02:30:01,NBIT: Cereg: 1 
08-May-26,02:30:03,NBIT: Cereg: 0 
08-May-26,02:30:07,NBIT: Cereg: 1 
08-May-26,02:30:31,NBIT: Temp(C): 29  Volt(mV): 3010  Modem Power State: SLEEP 
08-May-26,02:30:31,LWM2M: Notify: 10376  : 0  : 6  Status: 1  Ack: 2 
08-May-26,02:38:33,NBIT: Transmission: 1580 
08-May-26,02:39:33,NBIT: Lwm2m Recovered: 2 
08-May-26,02:39:34,NBIT: Temp(C): 29  Volt(mV): 3010  Modem Power State: ACTIVE 
08-May-26,02:39:38,NBIT: Cereg: 2 
08-May-26,02:39:41,NBIT: Cereg: 1 
08-May-26,02:39:42,NBIT: Cereg: 1 
08-May-26,02:39:46,NBIT: SINR: 0  RSSI: 18 
08-May-26,02:40:13,LWM2M: Request: 9  : 0  : 9  Type: 10  Status: 0 
08-May-26,02:40:14,NBIT: Earfcn: 3701 
08-May-26,02:40:14,NBIT: Pci: 140  EarfcnOffset: 2 
08-May-26,02:40:14,NBIT: Cell ID: 0338AB79 
08-May-26,02:40:14,NBIT: RSRQ: -10  RSRP: -87 
08-May-26,02:40:14,NBIT: SINR: 9  RSSI: -77 
08-May-26,02:40:14,NBIT: TAC: 29901  Band: 8 
08-May-26,02:40:14,NBIT: Opr Mode: 3  Tx Power: 70  ECL: 0 
08-May-26,02:40:14,NBIT: Sleep Duration: 0 
08-May-26,02:40:14,NBIT: Rx Time(s): 244 
08-May-26,02:40:14,NBIT: Tx Time(s): 29 
08-May-26,02:40:14,LWM2M: Request: 10376  : 0  : 6  Type: 10  Status: 0 
08-May-26,02:40:14,LWM2M: Request: 10376  : 1  : 6  Type: 10  Status: 0 
08-May-26,02:40:14,LWM2M: Request: 10377  : 0  : 3  Type: 10  Status: 0 
08-May-26,02:40:15,LWM2M: Request: 9  : 0  : 1  Type: 10  Status: 0 
08-May-26,02:40:15,LWM2M: Observe: 9  : 0  : 9  Status: 0  Index: 0 
08-May-26,02:40:15,LWM2M: Request: 9  : 0  : 7  Type: 10  Status: 0 
08-May-26,02:40:15,LWM2M: Observe: 10376  : 0  : 6  Status: 0  Index: 0 
08-May-26,02:40:17,LWM2M: Observe: 10376  : 1  : 6  Status: 0  Index: 0 
08-May-26,02:40:18,LWM2M: Observe: 10377  : 0  : 3  Status: 0  Index: 0 
08-May-26,02:40:19,LWM2M: Observe: 9  : 0  : 1  Status: 0  Index: 0 
08-May-26,02:40:21,LWM2M: Observe: 9  : 0  : 7  Status: 0  Index: 0 
08-May-26,02:40:21,NBIT: Transmission: 1590 
