Date, Time, Event
07-May-26,15:04:08,NBIT: Cereg: 2 
07-May-26,15:04:11,NBIT: Cereg: 1 
07-May-26,15:04:14,NBIT: Cereg: 1 
07-May-26,15:04:16,NBIT: SINR: 0  RSSI: 18 
07-May-26,15:04:32,LWM2M: Request: 9  : 0  : 9  Type: 10  Status: 0 
07-May-26,15:04:33,NBIT: Earfcn: 3701 
07-May-26,15:04:33,NBIT: Pci: 299  EarfcnOffset: 2 
07-May-26,15:04:33,NBIT: Cell ID: 03F91A7A 
07-May-26,15:04:33,NBIT: RSRQ: -11  RSRP: -87 
07-May-26,15:04:33,NBIT: SINR: -1  RSSI: -76 
07-May-26,15:04:33,NBIT: TAC: 29901  Band: 8 
07-May-26,15:04:33,NBIT: Opr Mode: 3  Tx Power: 70  ECL: 0 
07-May-26,15:04:33,NBIT: Sleep Duration: 0 
07-May-26,15:04:33,NBIT: Rx Time(s): 172 
07-May-26,15:04:33,NBIT: Tx Time(s): 22 
07-May-26,15:04:33,LWM2M: Request: 10376  : 0  : 6  Type: 10  Status: 1 
07-May-26,15:04:33,LWM2M: Request: 10376  : 1  : 6  Type: 10  Status: 1 
07-May-26,15:04:33,LWM2M: Request: 10377  : 0  : 3  Type: 10  Status: 1 
07-May-26,15:04:34,LWM2M: Request: 9  : 0  : 1  Type: 10  Status: 1 
07-May-26,15:04:34,LWM2M: Observe: 9  : 0  : 9  Status: 0  Index: 0 
07-May-26,15:04:34,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:04:34,LWM2M: Request: 9  : 0  : 7  Type: 10  Status: 0 
07-May-26,15:04:39,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:04:44,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:04:49,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_TIMEOUT 
07-May-26,15:04:49,LWM2M: Observe: 9  : 0  : 7  Status: 0  Index: 0 
07-May-26,15:04:49,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_ERR 
07-May-26,15:04:49,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: HARD_RESET 
07-May-26,15:04:50,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Power State: ACTIVE 
07-May-26,15:04:54,NBIT: Cereg: 2 
07-May-26,15:04:57,NBIT: Cereg: 1 
07-May-26,15:05:02,NBIT: SINR: 0  RSSI: 18 
07-May-26,15:05:02,NBIT: Cereg: 1 
07-May-26,15:05:05,NBIT: Transmission: 1420 
07-May-26,15:05:27,LWM2M: Request: 10376  : 0  : 6  Type: 10  Status: 0 
07-May-26,15:05:27,NBIT: Earfcn: 3701 
07-May-26,15:05:27,NBIT: Pci: 140  EarfcnOffset: 2 
07-May-26,15:05:27,NBIT: Cell ID: 0338AB79 
07-May-26,15:05:27,NBIT: RSRQ: -13  RSRP: -89 
07-May-26,15:05:27,NBIT: SINR: 2  RSSI: -76 
07-May-26,15:05:27,NBIT: TAC: 29901  Band: 8 
07-May-26,15:05:27,NBIT: Opr Mode: 3  Tx Power: 230  ECL: 1 
07-May-26,15:05:27,NBIT: Sleep Duration: 0 
07-May-26,15:05:27,NBIT: Rx Time(s): 198 
07-May-26,15:05:27,NBIT: Tx Time(s): 32 
07-May-26,15:05:27,LWM2M: Request: 10376  : 1  : 6  Type: 10  Status: 1 
07-May-26,15:05:27,LWM2M: Request: 10377  : 0  : 3  Type: 10  Status: 1 
07-May-26,15:05:28,LWM2M: Request: 9  : 0  : 1  Type: 10  Status: 1 
07-May-26,15:05:28,LWM2M: Request: 9  : 0  : 7  Type: 10  Status: 1 
07-May-26,15:05:28,LWM2M: Observe: 10376  : 0  : 6  Status: 0  Index: 0 
07-May-26,15:05:28,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:05:28,LWM2M: Request: 9  : 0  : 9  Type: 10  Status: 0 
07-May-26,15:05:33,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:05:38,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:05:43,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_TIMEOUT 
07-May-26,15:05:43,LWM2M: Observe: 9  : 0  : 7  Status: 0  Index: 0 
07-May-26,15:05:44,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_ERR 
07-May-26,15:05:44,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: HARD_RESET 
07-May-26,15:05:44,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Power State: ACTIVE 
07-May-26,15:05:48,NBIT: Cereg: 2 
07-May-26,15:05:51,NBIT: Cereg: 1 
07-May-26,15:05:55,NBIT: Cereg: 1 
07-May-26,15:05:56,NBIT: SINR: 0  RSSI: 19 
07-May-26,15:06:20,LWM2M: Request: 9  : 0  : 9  Type: 10  Status: 0 
07-May-26,15:06:21,NBIT: Earfcn: 3701 
07-May-26,15:06:21,NBIT: Pci: 140  EarfcnOffset: 2 
07-May-26,15:06:21,NBIT: Cell ID: 0338AB79 
07-May-26,15:06:21,NBIT: RSRQ: -12  RSRP: -88 
07-May-26,15:06:21,NBIT: SINR: 5  RSSI: -76 
07-May-26,15:06:21,NBIT: TAC: 29901  Band: 8 
07-May-26,15:06:21,NBIT: Opr Mode: 3  Tx Power: 90  ECL: 0 
07-May-26,15:06:21,NBIT: Sleep Duration: 0 
07-May-26,15:06:21,NBIT: Rx Time(s): 213 
07-May-26,15:06:21,NBIT: Tx Time(s): 29 
07-May-26,15:06:21,LWM2M: Request: 10376  : 0  : 6  Type: 10  Status: 1 
07-May-26,15:06:21,LWM2M: Request: 10376  : 1  : 6  Type: 10  Status: 1 
07-May-26,15:06:21,LWM2M: Request: 10377  : 0  : 3  Type: 10  Status: 1 
07-May-26,15:06:21,LWM2M: Request: 9  : 0  : 1  Type: 10  Status: 1 
07-May-26,15:06:22,LWM2M: Observe: 9  : 0  : 9  Status: 0  Index: 0 
07-May-26,15:06:22,NBIT: Transmission: 1430 
07-May-26,15:06:22,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:06:22,LWM2M: Request: 9  : 0  : 7  Type: 10  Status: 0 
07-May-26,15:06:27,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:06:32,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:06:37,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_TIMEOUT 
07-May-26,15:06:37,LWM2M: Observe: 9  : 0  : 9  Status: 0  Index: 0 
07-May-26,15:06:37,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_ERR 
07-May-26,15:06:37,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: HARD_RESET 
07-May-26,15:06:38,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Power State: ACTIVE 
07-May-26,15:06:42,NBIT: Cereg: 2 
07-May-26,15:06:45,NBIT: Cereg: 1 
07-May-26,15:06:49,NBIT: Cereg: 1 
07-May-26,15:06:50,NBIT: SINR: 0  RSSI: 18 
07-May-26,15:07:14,LWM2M: Request: 10376  : 0  : 6  Type: 10  Status: 0 
07-May-26,15:07:15,NBIT: Earfcn: 3701 
07-May-26,15:07:15,NBIT: Pci: 377  EarfcnOffset: 2 
07-May-26,15:07:15,NBIT: Cell ID: 03F91A7D 
07-May-26,15:07:15,NBIT: RSRQ: -12  RSRP: -87 
07-May-26,15:07:15,NBIT: SINR: -2  RSSI: -75 
07-May-26,15:07:15,NBIT: TAC: 29901  Band: 8 
07-May-26,15:07:15,NBIT: Opr Mode: 3  Tx Power: 70  ECL: 0 
07-May-26,15:07:15,NBIT: Sleep Duration: 0 
07-May-26,15:07:15,NBIT: Rx Time(s): 242 
07-May-26,15:07:15,NBIT: Tx Time(s): 30 
07-May-26,15:07:15,LWM2M: Request: 10376  : 1  : 6  Type: 10  Status: 1 
07-May-26,15:07:15,LWM2M: Request: 10377  : 0  : 3  Type: 10  Status: 1 
07-May-26,15:07:16,LWM2M: Request: 9  : 0  : 7  Type: 10  Status: 1 
07-May-26,15:07:16,LWM2M: Request: 9  : 0  : 9  Type: 10  Status: 1 
07-May-26,15:07:16,LWM2M: Observe: 10376  : 0  : 6  Status: 0  Index: 0 
07-May-26,15:07:16,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:07:16,LWM2M: Request: 9  : 0  : 1  Type: 10  Status: 0 
07-May-26,15:07:21,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:07:26,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:07:31,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_TIMEOUT 
07-May-26,15:07:31,LWM2M: Observe: 9  : 0  : 7  Status: 0  Index: 0 
07-May-26,15:07:32,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_ERR 
07-May-26,15:07:32,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: HARD_RESET 
07-May-26,15:07:32,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Power State: ACTIVE 
07-May-26,15:07:36,NBIT: Cereg: 2 
07-May-26,15:07:39,NBIT: Cereg: 1 
07-May-26,15:07:43,NBIT: Cereg: 1 
07-May-26,15:07:44,NBIT: SINR: 0  RSSI: 18 
07-May-26,15:08:05,NBIT: Transmission: 1440 
07-May-26,15:08:06,LWM2M: Request: 10376  : 0  : 6  Type: 10  Status: 0 
07-May-26,15:08:06,NBIT: Earfcn: 3701 
07-May-26,15:08:06,NBIT: Pci: 140  EarfcnOffset: 2 
07-May-26,15:08:06,NBIT: Cell ID: 0338AB79 
07-May-26,15:08:06,NBIT: RSRQ: -13  RSRP: -88 
07-May-26,15:08:06,NBIT: SINR: 2  RSSI: -76 
07-May-26,15:08:06,NBIT: TAC: 29901  Band: 8 
07-May-26,15:08:06,NBIT: Opr Mode: 3  Tx Power: 90  ECL: 0 
07-May-26,15:08:06,NBIT: Sleep Duration: 0 
07-May-26,15:08:06,NBIT: Rx Time(s): 210 
07-May-26,15:08:06,NBIT: Tx Time(s): 30 
07-May-26,15:08:06,LWM2M: Request: 10377  : 0  : 3  Type: 10  Status: 1 
07-May-26,15:08:06,LWM2M: Request: 9  : 0  : 9  Type: 10  Status: 1 
07-May-26,15:08:07,LWM2M: Request: 9  : 0  : 1  Type: 10  Status: 1 
07-May-26,15:08:07,LWM2M: Request: 10376  : 1  : 6  Type: 10  Status: 1 
07-May-26,15:08:07,LWM2M: Observe: 10376  : 0  : 6  Status: 0  Index: 0 
07-May-26,15:08:07,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:08:07,LWM2M: Request: 9  : 0  : 7  Type: 10  Status: 0 
07-May-26,15:08:12,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:08:17,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:08:22,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_TIMEOUT 
07-May-26,15:08:22,LWM2M: Observe: 9  : 0  : 1  Status: 0  Index: 0 
07-May-26,15:08:23,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_ERR 
07-May-26,15:08:23,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: HARD_RESET 
07-May-26,15:08:23,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Power State: ACTIVE 
07-May-26,15:08:27,NBIT: Cereg: 2 
07-May-26,15:08:30,NBIT: Cereg: 1 
07-May-26,15:08:33,NBIT: Cereg: 1 
07-May-26,15:08:35,NBIT: SINR: 0  RSSI: 18 
07-May-26,15:08:54,LWM2M: Request: 10376  : 0  : 6  Type: 10  Status: 0 
07-May-26,15:08:55,NBIT: Earfcn: 3701 
07-May-26,15:08:55,NBIT: Pci: 140  EarfcnOffset: 2 
07-May-26,15:08:55,NBIT: Cell ID: 0338AB79 
07-May-26,15:08:55,NBIT: RSRQ: -13  RSRP: -87 
07-May-26,15:08:55,NBIT: SINR: 0  RSSI: -75 
07-May-26,15:08:55,NBIT: TAC: 29901  Band: 8 
07-May-26,15:08:55,NBIT: Opr Mode: 3  Tx Power: 230  ECL: 0 
07-May-26,15:08:55,NBIT: Sleep Duration: 0 
07-May-26,15:08:55,NBIT: Rx Time(s): 185 
07-May-26,15:08:55,NBIT: Tx Time(s): 28 
07-May-26,15:08:55,LWM2M: Request: 10376  : 1  : 6  Type: 10  Status: 1 
07-May-26,15:08:55,LWM2M: Request: 9  : 0  : 9  Type: 10  Status: 1 
07-May-26,15:08:55,LWM2M: Request: 10377  : 0  : 3  Type: 10  Status: 1 
07-May-26,15:08:56,LWM2M: Request: 9  : 0  : 1  Type: 10  Status: 1 
07-May-26,15:08:56,LWM2M: Observe: 10376  : 0  : 6  Status: 0  Index: 0 
07-May-26,15:08:56,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:08:56,LWM2M: Request: 9  : 0  : 7  Type: 10  Status: 0 
07-May-26,15:09:01,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:09:06,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:09:11,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_TIMEOUT 
07-May-26,15:09:11,LWM2M: Observe: 9  : 0  : 7  Status: 0  Index: 0 
07-May-26,15:09:11,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_ERR 
07-May-26,15:09:11,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: HARD_RESET 
07-May-26,15:09:12,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Power State: ACTIVE 
07-May-26,15:09:16,NBIT: Cereg: 2 
07-May-26,15:09:19,NBIT: Cereg: 1 
07-May-26,15:09:23,NBIT: Cereg: 1 
07-May-26,15:09:24,NBIT: SINR: 0  RSSI: 18 
07-May-26,15:09:26,NBIT: Transmission: 1450 
07-May-26,15:09:44,LWM2M: Request: 10376  : 0  : 6  Type: 10  Status: 0 
07-May-26,15:09:44,NBIT: Earfcn: 3701 
07-May-26,15:09:44,NBIT: Pci: 140  EarfcnOffset: 2 
07-May-26,15:09:44,NBIT: Cell ID: 0338AB79 
07-May-26,15:09:44,NBIT: RSRQ: -13  RSRP: -89 
07-May-26,15:09:44,NBIT: SINR: 2  RSSI: -76 
07-May-26,15:09:44,NBIT: TAC: 29901  Band: 8 
07-May-26,15:09:44,NBIT: Opr Mode: 3  Tx Power: 90  ECL: 0 
07-May-26,15:09:44,NBIT: Sleep Duration: 0 
07-May-26,15:09:44,NBIT: Rx Time(s): 173 
07-May-26,15:09:44,NBIT: Tx Time(s): 25 
07-May-26,15:09:44,LWM2M: Request: 9  : 0  : 1  Type: 10  Status: 1 
07-May-26,15:09:44,LWM2M: Request: 9  : 0  : 7  Type: 10  Status: 1 
07-May-26,15:09:45,LWM2M: Request: 9  : 0  : 9  Type: 10  Status: 1 
07-May-26,15:09:45,LWM2M: Request: 10376  : 1  : 6  Type: 10  Status: 1 
07-May-26,15:09:45,LWM2M: Observe: 10376  : 0  : 6  Status: 0  Index: 0 
07-May-26,15:09:45,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:09:45,LWM2M: Request: 10377  : 0  : 3  Type: 10  Status: 0 
07-May-26,15:09:50,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:09:55,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:10:00,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_TIMEOUT 
07-May-26,15:10:00,LWM2M: Observe: 9  : 0  : 7  Status: 0  Index: 0 
07-May-26,15:10:01,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_ERR 
07-May-26,15:10:01,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: HARD_RESET 
07-May-26,15:10:01,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Power State: ACTIVE 
07-May-26,15:10:05,NBIT: Cereg: 2 
07-May-26,15:10:08,NBIT: Cereg: 1 
07-May-26,15:10:09,NBIT: Cereg: 1 
07-May-26,15:10:13,NBIT: SINR: 0  RSSI: 18 
07-May-26,15:10:38,LWM2M: Request: 10376  : 0  : 6  Type: 10  Status: 0 
07-May-26,15:10:38,NBIT: Earfcn: 3701 
07-May-26,15:10:38,NBIT: Pci: 377  EarfcnOffset: 2 
07-May-26,15:10:38,NBIT: Cell ID: 03F91A7D 
07-May-26,15:10:38,NBIT: RSRQ: -13  RSRP: -88 
07-May-26,15:10:38,NBIT: SINR: -1  RSSI: -75 
07-May-26,15:10:38,NBIT: TAC: 29901  Band: 8 
07-May-26,15:10:38,NBIT: Opr Mode: 3  Tx Power: 80  ECL: 0 
07-May-26,15:10:38,NBIT: Sleep Duration: 0 
07-May-26,15:10:38,NBIT: Rx Time(s): 270 
07-May-26,15:10:38,NBIT: Tx Time(s): 30 
07-May-26,15:10:38,LWM2M: Request: 9  : 0  : 9  Type: 10  Status: 1 
07-May-26,15:10:39,LWM2M: Request: 10376  : 1  : 6  Type: 10  Status: 1 
07-May-26,15:10:39,LWM2M: Request: 9  : 0  : 1  Type: 10  Status: 1 
07-May-26,15:10:39,LWM2M: Observe: 10376  : 0  : 6  Status: 0  Index: 0 
07-May-26,15:10:39,NBIT: Transmission: 1460 
07-May-26,15:10:39,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:10:40,LWM2M: Request: 9  : 0  : 7  Type: 10  Status: 0 
07-May-26,15:10:40,LWM2M: Request: 10377  : 0  : 3  Type: 10  Status: 0 
07-May-26,15:10:44,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:10:49,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:10:54,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_TIMEOUT 
07-May-26,15:10:54,LWM2M: Observe: 10377  : 0  : 3  Status: 0  Index: 0 
07-May-26,15:10:55,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_ERR 
07-May-26,15:10:55,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: HARD_RESET 
07-May-26,15:10:55,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Power State: ACTIVE 
07-May-26,15:10:59,NBIT: Cereg: 2 
07-May-26,15:11:02,NBIT: Cereg: 1 
07-May-26,15:11:05,NBIT: Cereg: 1 
07-May-26,15:11:07,NBIT: SINR: 0  RSSI: 18 
07-May-26,15:11:25,LWM2M: Request: 10376  : 0  : 6  Type: 10  Status: 0 
07-May-26,15:11:26,NBIT: Earfcn: 3701 
07-May-26,15:11:26,NBIT: Pci: 299  EarfcnOffset: 2 
07-May-26,15:11:26,NBIT: Cell ID: 03F91A7A 
07-May-26,15:11:26,NBIT: RSRQ: -11  RSRP: -87 
07-May-26,15:11:26,NBIT: SINR: -1  RSSI: -76 
07-May-26,15:11:26,NBIT: TAC: 29901  Band: 8 
07-May-26,15:11:26,NBIT: Opr Mode: 3  Tx Power: 80  ECL: 0 
07-May-26,15:11:26,NBIT: Sleep Duration: 0 
07-May-26,15:11:26,NBIT: Rx Time(s): 200 
07-May-26,15:11:26,NBIT: Tx Time(s): 26 
07-May-26,15:11:26,LWM2M: Request: 10376  : 1  : 6  Type: 10  Status: 1 
07-May-26,15:11:26,LWM2M: Request: 9  : 0  : 1  Type: 10  Status: 1 
07-May-26,15:11:26,LWM2M: Request: 9  : 0  : 7  Type: 10  Status: 1 
07-May-26,15:11:27,LWM2M: Request: 9  : 0  : 9  Type: 10  Status: 1 
07-May-26,15:11:27,LWM2M: Observe: 10376  : 0  : 6  Status: 0  Index: 0 
07-May-26,15:11:27,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:11:27,LWM2M: Request: 10377  : 0  : 3  Type: 10  Status: 0 
07-May-26,15:11:32,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:11:37,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:11:42,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_TIMEOUT 
07-May-26,15:11:42,LWM2M: Observe: 9  : 0  : 7  Status: 0  Index: 0 
07-May-26,15:11:42,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_ERR 
07-May-26,15:11:42,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: HARD_RESET 
07-May-26,15:11:43,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Power State: ACTIVE 
07-May-26,15:11:47,NBIT: Cereg: 2 
07-May-26,15:11:50,NBIT: Cereg: 1 
07-May-26,15:11:51,NBIT: Cereg: 1 
07-May-26,15:11:55,NBIT: SINR: 0  RSSI: 18 
07-May-26,15:12:13,NBIT: Transmission: 1470 
07-May-26,15:12:13,LWM2M: Request: 10376  : 0  : 6  Type: 10  Status: 0 
07-May-26,15:12:14,NBIT: Earfcn: 3701 
07-May-26,15:12:14,NBIT: Pci: 140  EarfcnOffset: 2 
07-May-26,15:12:14,NBIT: Cell ID: 0338AB79 
07-May-26,15:12:14,NBIT: RSRQ: -12  RSRP: -88 
07-May-26,15:12:14,NBIT: SINR: 4  RSSI: -76 
07-May-26,15:12:14,NBIT: TAC: 29901  Band: 8 
07-May-26,15:12:14,NBIT: Opr Mode: 3  Tx Power: 80  ECL: 0 
07-May-26,15:12:14,NBIT: Sleep Duration: 0 
07-May-26,15:12:14,NBIT: Rx Time(s): 178 
07-May-26,15:12:14,NBIT: Tx Time(s): 23 
07-May-26,15:12:14,LWM2M: Request: 10376  : 1  : 6  Type: 10  Status: 1 
07-May-26,15:12:14,LWM2M: Request: 9  : 0  : 9  Type: 10  Status: 1 
07-May-26,15:12:14,LWM2M: Request: 10377  : 0  : 3  Type: 10  Status: 1 
07-May-26,15:12:15,LWM2M: Request: 9  : 0  : 1  Type: 10  Status: 1 
07-May-26,15:12:15,LWM2M: Request: 9  : 0  : 7  Type: 10  Status: 1 
07-May-26,15:12:15,LWM2M: Observe: 10376  : 0  : 6  Status: 0  Index: 0 
07-May-26,15:12:15,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:12:20,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:12:25,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:12:30,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_TIMEOUT 
07-May-26,15:12:30,LWM2M: Observe: 10377  : 0  : 3  Status: 0  Index: 0 
07-May-26,15:12:31,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: RESP_ERR 
07-May-26,15:12:31,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Error: HARD_RESET 
07-May-26,15:12:31,NBIT: Temp(C): 52  Volt(mV): 3012  Modem Power State: ACTIVE 
07-May-26,15:12:35,NBIT: Cereg: 2 
07-May-26,15:12:38,NBIT: Cereg: 1 
07-May-26,15:12:43,NBIT: SINR: 0  RSSI: 18 
07-May-26,15:12:43,NBIT: Cereg: 1 
07-May-26,15:13:05,LWM2M: Request: 10376  : 0  : 6  Type: 10  Status: 0 
07-May-26,15:13:05,NBIT: Earfcn: 3701 
07-May-26,15:13:05,NBIT: Pci: 140  EarfcnOffset: 2 
07-May-26,15:13:05,NBIT: Cell ID: 0338AB79 
07-May-26,15:13:05,NBIT: RSRQ: -13  RSRP: -89 
07-May-26,15:13:05,NBIT: SINR: 2  RSSI: -76 
07-May-26,15:13:05,NBIT: TAC: 29901  Band: 8 
07-May-26,15:13:05,NBIT: Opr Mode: 3  Tx Power: 230  ECL: 0 
07-May-26,15:13:05,NBIT: Sleep Duration: 0 
07-May-26,15:13:05,NBIT: Rx Time(s): 217 
07-May-26,15:13:05,NBIT: Tx Time(s): 30 
07-May-26,15:13:05,LWM2M: Request: 9  : 0  : 9  Type: 10  Status: 0 
07-May-26,15:13:06,LWM2M: Request: 10376  : 1  : 6  Type: 10  Status: 0 
07-May-26,15:13:06,LWM2M: Request: 10377  : 0  : 3  Type: 10  Status: 1 
07-May-26,15:13:06,LWM2M: Observe: 10376  : 0  : 6  Status: 0  Index: 0 
07-May-26,15:13:06,LWM2M: Request: 9  : 0  : 1  Type: 10  Status: 1 
07-May-26,15:13:06,LWM2M: Observe: 9  : 0  : 9  Status: 0  Index: 0 
07-May-26,15:13:07,LWM2M: Request: 9  : 0  : 7  Type: 10  Status: 1 
07-May-26,15:13:07,LWM2M: Observe: 10376  : 1  : 6  Status: 0  Index: 0 
07-May-26,15:13:07,NBIT: Transmission: 1480 
07-May-26,15:13:07,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:13:12,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:13:17,NBIT: CME Error: 3  BC66 SubState: 0  BC66 State: PROCESS_REQUEST_Bc66LinkState 
07-May-26,15:13:18,SNSR: Temp(C): 52  Volt(mV): 3012 
07-May-26,15:13:18,SNSR: Average Current (uA): 64156.25 
07-May-26,15:13:22,NBIT: Temp(C): 48  Volt(mV): 3012  Modem Error: RESP_TIMEOUT 
07-May-26,15:13:22,LWM2M: Observe: 9  : 0  : 1  Status: 0  Index: 0 
07-May-26,15:13:23,NBIT: Temp(C): 48  Volt(mV): 3012  Modem Error: RESP_ERR 
07-May-26,15:13:23,NBIT: Temp(C): 48  Volt(mV): 3012  Modem Error: HARD_RESET 
07-May-26,15:13:23,NBIT: Temp(C): 48  Volt(mV): 3012  Modem Power State: ACTIVE 
07-May-26,15:13:27,NBIT: Cereg: 2 
07-May-26,15:13:30,NBIT: Cereg: 1 
07-May-26,15:13:34,NBIT: Cereg: 1 
07-May-26,15:13:35,NBIT: SINR: 0  RSSI: 18 
07-May-26,15:13:57,LWM2M: Request: 9  : 0  : 1  Type: 10  Status: 0 
07-May-26,15:13:58,NBIT: Earfcn: 3701 
07-May-26,15:13:58,NBIT: Pci: 377  EarfcnOffset: 2 
07-May-26,15:13:58,NBIT: Cell ID: 03F91A7D 
07-May-26,15:13:58,NBIT: RSRQ: -13  RSRP: -87 
07-May-26,15:13:58,NBIT: SINR: -1  RSSI: -75 
